来源项目,来源记录,标题或条目说明,作者或机构,资料类型,证据等级,发布日期,记录状态,URL,来源文件,备注
调研-训练推理芯片调研,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:191；调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:54,"图：昆仑芯第 1/2 代 XPU 官方架构总览：两个 Compute Unit，每个含 4×XPU-SDNN（软件定义神经网络引擎，面向张量/向量）+ 4×XPU-cluster（每 cluster 16 个 tiny core，面向标量/向量，含 SIMD 指令）+ 片上共享内存 + HBM I/F，PCIe Gen4 ×8。这是理解 P800 XPU 真实微架构形态（SDNN + cluster 混合）较可靠的一手依据。来源：J. Ouyang et al. (Baidu), ""Baidu Kunlun: An AI Processor for Diversified Workloads"", Hot Chips 32 (2020), 官方公开 PDF 第 11 页渲染（原图，仅内部参考）。",,在线PDF,,,v4 当前引用,https://www.hc32.hotchips.org/assets/program/conference/day2/HotChips2020_ML_Inference_Baidu_Kunlun_v5.pdf,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md,
调研-训练推理芯片调研,1；11；18；184；5；9；调研v4/00_总览/02_术语与指标速查.md:121；调研v4/主题分析/09_可靠性_容错_训练稳定性.md:168,"[1] 📊 SemiAnalysis, H100 vs GB200 NVL72 Training/Inference Benchmarks · InferenceMAX（GB200 30× 实测 3–7×、TCO 1.6×H100、PD 分离贡献）.",,第三方分析,,,v4 当前引用,https://newsletter.semianalysis.com/p/h100-vs-gb200-nvl72-training-benchmarks,调研v4/00_总览/02_术语与指标速查.md；调研v4/99_参考文献总库.md；调研v4/主题分析/08_成本_TCO_能效经济学.md；调研v4/主题分析/09_可靠性_容错_训练稳定性.md；调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,12；3；84；调研v4/00_总览/02_术语与指标速查.md:123；调研v4/厂商档案/华为昇腾/资料汇总.md:32,"[3] 📊 SemiAnalysis, Huawei Ascend Production Ramp: Die Banks, TSMC Continued Production, HBM is The Bottleneck（HBM 核心瓶颈、TSMC die bank ~9 月、SMIC 良率 50–60%）.",,第三方分析,,,v4 当前引用,https://newsletter.semianalysis.com/p/huawei-ascend-production-ramp,调研v4/00_总览/02_术语与指标速查.md；调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,191；4；调研v4/00_总览/02_术语与指标速查.md:124,"[4] 📊 Digitimes / Silicon Analysts, TSMC CoWoS capacity, Nvidia booking over half 2026-27（CoWoS 75–80k→120–130k wpm、NVIDIA ~60%、前三大 85%）.",,第三方分析,,,v4 当前引用,https://www.digitimes.com/news/a20251210PD218/tsmc-cowos-capacity-nvidia-equipment.html,调研v4/00_总览/02_术语与指标速查.md；调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,181；调研v4/00_总览/02_术语与指标速查.md:125,"[5] 📊 SemiAnalysis, InferenceMAX v1/v2 — $/M token is the true north star（H200→GB200 15×、B200 两月 5×、~$0.02/M tokens）.",,第三方分析,,,v4 当前引用,https://newsletter.semianalysis.com/p/inferencemax,调研v4/00_总览/02_术语与指标速查.md；调研v4/99_参考文献总库.md,
调研-训练推理芯片调研,1；10；17；5,"📊 Adrian Cockcroft (Medium), Deep dive into NVIDIA Blackwell benchmarks（30×/25× 逐项拆解、对等精度仅 ~5×、""缺失 6×""）.",,第三方分析,,,v4 当前引用,https://adrianco.medium.com/deep-dive-into-nvidia-blackwell-benchmarks-where-does-the-4x-training-and-30x-inference-0209f1971e71,调研v4/99_参考文献总库.md；调研v4/主题分析/08_成本_TCO_能效经济学.md；调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,165,"📊 Anyscale, Continuous Batching for LLM Inference（23× 吞吐）；Databricks, LLM Inference Performance Engineering（prefill 计算受限/decode 访存受限、MBU）；kipp.ly, Transformer Inference Arithmetic.",,第三方分析,,,v4 当前引用,https://kipp.ly/transformer-inference-arithmetic/,调研v4/99_参考文献总库.md,
调研-训练推理芯片调研,165；8,"📊 Anyscale, Continuous Batching for LLM Inference（23× 吞吐）；Databricks, LLM Inference Performance Engineering（prefill 计算受限/decode 访存受限、MBU）；kipp.ly, Transformer Inference Arithmetic.",,第三方分析,,,v4 当前引用,https://www.anyscale.com/blog/continuous-batching-llm-inference,调研v4/99_参考文献总库.md；调研v4/主题分析/02_workload拆解_训练vs推理.md,
调研-训练推理芯片调研,1；165,"📊 Anyscale, Continuous Batching for LLM Inference（23× 吞吐）；Databricks, LLM Inference Performance Engineering（prefill 计算受限/decode 访存受限、MBU）；kipp.ly, Transformer Inference Arithmetic.",,第三方分析,,,v4 当前引用,https://www.databricks.com/blog/llm-inference-performance-engineering-best-practices,调研v4/99_参考文献总库.md；调研v4/主题分析/02_workload拆解_训练vs推理.md,
调研-训练推理芯片调研,15；73,"📊 Artificial Analysis / CloudZero / Groq blog, Llama 3.3 70B ~276 tok/s（第三方最快）、$0.59/$0.79 per M.",,第三方分析,,,v4 当前引用,https://groq.com/blog/new-ai-inference-speed-benchmark-for-llama-3-3-70b-powered-by-groq,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,7；73,"📊 Artificial Analysis / CloudZero / Groq blog, Llama 3.3 70B ~276 tok/s（第三方最快）、$0.59/$0.79 per M.",,第三方分析,,,v4 当前引用,https://groq.com/pricing,调研v4/99_参考文献总库.md；调研v4/主题分析/08_成本_TCO_能效经济学.md,
调研-训练推理芯片调研,12；15；73,"📊 Artificial Analysis / CloudZero / Groq blog, Llama 3.3 70B ~276 tok/s（第三方最快）、$0.59/$0.79 per M.",,第三方分析,,,v4 当前引用,https://www.cloudzero.com/blog/groq-pricing/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,183；7,"📊 ArtificialAnalysis, Llama 3.3 70B providers / Groq（输出 ~276 tok/s、$0.59/$0.79 per M）.",,第三方分析,,,v4 当前引用,https://artificialanalysis.ai/models/llama-3-3-instruct-70b/providers,调研v4/99_参考文献总库.md；调研v4/主题分析/08_成本_TCO_能效经济学.md,
调研-训练推理芯片调研,14；71,"📊 Austin Lyons (Chipstrat), The Rise of Groq: Slow, then Fast；Introl, Groq LPU Infrastructure Guide 2025；codingconfessions, Architecture of Groq's LPU.",,第三方分析,,,v4 当前引用,https://blog.codingconfessions.com/p/groq-lpu-design,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,11；5；71,"📊 Austin Lyons (Chipstrat), The Rise of Groq: Slow, then Fast；Introl, Groq LPU Infrastructure Guide 2025；codingconfessions, Architecture of Groq's LPU.",,第三方分析,,,v4 当前引用,https://introl.com/blog/groq-lpu-infrastructure-ultra-low-latency-inference-guide-2025,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,4；71；9,"📊 Austin Lyons (Chipstrat), The Rise of Groq: Slow, then Fast；Introl, Groq LPU Infrastructure Guide 2025；codingconfessions, Architecture of Groq's LPU.",,第三方分析,,,v4 当前引用,https://www.chipstrat.com/p/the-rise-of-groq-slow-then-fast,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,1；167；调研v4/主题分析/07_软件栈与生态.md:108,"📊 BentoML / gomomento / vLLM Docs, Prefill-Decode Disaggregation（PD 解耦在 vLLM/SGLang/TRT-LLM 转正、LMSYS DeepSeek-R1 96×H100、Rubin CPX vs Groq LPU）.",,第三方分析,,,v4 当前引用,https://bentoml.com/llm/inference-optimization/prefill-decode-disaggregation,调研v4/99_参考文献总库.md；调研v4/主题分析/07_软件栈与生态.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,167；调研v4/主题分析/07_软件栈与生态.md:108；调研v4/补充/训练和推理系统中的scale-up和scale-out.md:793,"📊 BentoML / gomomento / vLLM Docs, Prefill-Decode Disaggregation（PD 解耦在 vLLM/SGLang/TRT-LLM 转正、LMSYS DeepSeek-R1 96×H100、Rubin CPX vs Groq LPU）.",,第三方分析,,,v4 当前引用,https://docs.vllm.ai/en/latest/features/disagg_prefill/,调研v4/99_参考文献总库.md；调研v4/主题分析/07_软件栈与生态.md；调研v4/补充/训练和推理系统中的scale-up和scale-out.md,
调研-训练推理芯片调研,1；167,"📊 BentoML / gomomento / vLLM Docs, Prefill-Decode Disaggregation（PD 解耦在 vLLM/SGLang/TRT-LLM 转正、LMSYS DeepSeek-R1 96×H100、Rubin CPX vs Groq LPU）.",,第三方分析,,,v4 当前引用,https://www.gomomento.com/blog/prefill-and-decode-want-different-chips-the-economics-finally-agree/,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,192；9,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://time.com/7309264/nvidia-trump-china-chips-deal-h20-blackwell-national-security-concerns/,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,1；192,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://www.cnbc.com/2026/01/14/trump-nvidia-h200-china-ai-chips.html,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,10；192,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://www.cnn.com/2025/08/11/china/us-china-trade-nvidia-chips-intl-hnk,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,192；9,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://www.npr.org/2025/08/11/nx-s1-5498689/trump-nvidia-h20-chip-sales-china,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,10；192,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://www.pbs.org/newshour/politics/under-new-unusual-agreement-u-s-will-get-a-15-cut-of-nvidia-and-amd-chip-sales-to-china,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,192；9,"📊 CNBC / Time / NPR / PBS / CNN / NVIDIA 8-K, 出口管制演变（H200 对华 25% 税、H20 许可证 ~$4.5B 计提、15% 对华营收上交、A800/H800/H20 降规）.",,第三方分析,,,v4 当前引用,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000115/q1fy26pr.htm,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,16；6；72,"📊 CNBC / Wikipedia / IntuitionLabs / StartupFortune / Sacra, NVIDIA $20B Groq deal / neocloud 转型 / 估值与营收.",,第三方分析,,,v4 当前引用,https://en.wikipedia.org/wiki/Groq,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,18；72；8,"📊 CNBC / Wikipedia / IntuitionLabs / StartupFortune / Sacra, NVIDIA $20B Groq deal / neocloud 转型 / 估值与营收.",,第三方分析,,,v4 当前引用,https://intuitionlabs.ai/articles/nvidia-groq-ai-inference-deal,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,15；18；72,"📊 CNBC / Wikipedia / IntuitionLabs / StartupFortune / Sacra, NVIDIA $20B Groq deal / neocloud 转型 / 估值与营收.",,第三方分析,,,v4 当前引用,https://sacra.com/c/groq/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,18；72；8,"📊 CNBC / Wikipedia / IntuitionLabs / StartupFortune / Sacra, NVIDIA $20B Groq deal / neocloud 转型 / 估值与营收.",,第三方分析,,,v4 当前引用,https://startupfortune.com/groq-raises-650-million-to-become-a-neocloud-after-nvidia-paid-20-billion-for-its-soul/,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,16；22；72,"📊 CNBC / Wikipedia / IntuitionLabs / StartupFortune / Sacra, NVIDIA $20B Groq deal / neocloud 转型 / 估值与营收.",,第三方分析,,,v4 当前引用,https://www.cnbc.com/2025/12/24/nvidia-buying-ai-chip-startup-groq-for-about-20-billion-biggest-deal.html,调研v4/99_参考文献总库.md；调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,193；8,"📊 CSET Georgetown / WilmerHale 等律所, 出口管制框架与 BIS Rescinds AI Diffusion Rule (2025-05).",,第三方分析,,,v4 当前引用,https://www.wilmerhale.com/en/insights/client-alerts/20250515-us-export-controls-on-ai-diffusion-officially-paused-but-new-guidance-elevates-risk-for-ai-related-exports,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md,
调研-训练推理芯片调研,193；7；88；9,"📊 CSET Georgetown, Pushing the Limits: Huawei's AI Chip Tests U.S. Export Controls（910B HBM ~1.6TB/s、FP16 二代 ~400T）.",,第三方分析,,,v4 当前引用,https://cset.georgetown.edu/publication/pushing-the-limits-huaweis-ai-chip-tests-u-s-export-controls/,调研v4/99_参考文献总库.md；调研v4/主题分析/10_地缘_出口管制_国产替代_封装供应链.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,12；89,"📊 ChinaTalk, Can Huawei Take On Nvidia's CUDA?（torchnpu/vLLM-Ascend 达 60% H100、CANN 易用性限制因素、开发者""满是坑""）；vllm-ascend docs.",,第三方分析,,,v4 当前引用,https://docs.vllm.ai/projects/ascend/en/latest/,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,10；14；89；调研v4/厂商档案/华为昇腾/资料汇总.md:34,"📊 ChinaTalk, Can Huawei Take On Nvidia's CUDA?（torchnpu/vLLM-Ascend 达 60% H100、CANN 易用性限制因素、开发者""满是坑""）；vllm-ascend docs.",,第三方分析,,,v4 当前引用,https://www.chinatalk.media/p/can-huawei-compete-with-cuda,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/芯片架构详解.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,12；14；23,📊 Chips and Cheese — GPU 微架构系列.,,第三方分析,,,v4 当前引用,https://chipsandcheese.com/,调研v4/99_参考文献总库.md；调研v4/厂商档案/AMD/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,16；31,"📊 Chips and Cheese, AMD CDNA 3 Compute Architecture（LDS/L1/Infinity Cache）；Inside the AMD Radeon Instinct MI300A.",,第三方分析,,,v4 当前引用,https://chipsandcheese.com/p/inside-the-amd-radeon-instinct-mi300as,调研v4/99_参考文献总库.md；调研v4/厂商档案/AMD/资料汇总.md,
调研-训练推理芯片调研,31；调研v4/主题分析/04_memory_hierarchy差异.md:178,"📊 Chips and Cheese, AMD CDNA 3 Compute Architecture（LDS/L1/Infinity Cache）；Inside the AMD Radeon Instinct MI300A.",,第三方分析,,,v4 当前引用,https://old.chipsandcheese.com/2023/12/17/amds-cdna-3-compute-architecture/,调研v4/99_参考文献总库.md；调研v4/主题分析/04_memory_hierarchy差异.md,
调研-训练推理芯片调研,11；30；8；调研v4/主题分析/03_AI_core内部差异.md:255,"📊 Chips and Cheese, AMD's Freshly-baked MI350: An Interview with the Chief Architect（FP6=FP4 全速、MX FP8/6/4、TF32 硬件移除、LDS 64→160KB、N3P/N6 取舍）.",,第三方分析,,,v4 当前引用,https://chipsandcheese.com/p/amds-freshly-baked-mi350-an-interview,调研v4/99_参考文献总库.md；调研v4/主题分析/03_AI_core内部差异.md；调研v4/厂商档案/AMD/芯片架构详解.md；调研v4/厂商档案/AMD/资料汇总.md,
